id|first_name|last_name|nickname|dob|nationality|height|weight|role
3958|Dejan|Ljubicic||1997-10-08|Austria|187|74|midfielder
3959|Eneko|Bóveda||1988-12-14|Spain|182|78|defender
3960|Sead|Haksabanovic||1999-05-04|Montenegro|173|74|midfielder
3961|Nicolas|Pallois||1987-09-19|France|189|89|defender
3962|Julian|Rieckmann||2000-08-01|Germany|186|80|
3963|Anaitz|Arbilla||1987-05-15|Spain|178|76|defender
3964|Adalberto|Peñaranda||1997-05-31|Venezuela|185|83|striker
3965|Fabian|Delph||1989-11-21|England|174|60|midfielder
3966|Cheikh|N&#39;Doye|Cheikh N&#39;Doye|1986-03-29|Senegal|193|88|midfielder
3967|Lorenzo|Montipò||1996-02-20|Italy|191|82|goalkeeper
3968|Diego|Pampín||2000-03-15|Spain|173||defender
3969|David|Juncà||1993-11-16|Spain|175|67|defender
3970|Walter|Montoya||1993-07-21|Argentina|172|73|midfielder
3971|Matheus Fellipe|Costa Pereira|Matheus Pereira|1996-05-05|Brazil|175|69|midfielder
3972|Ignacio|Camacho||1990-05-04|Spain|182|75|Defensive Midfielder
3973|Samuel|García|Samu García|1990-07-13|Spain|177||striker
3974|Jonas|Hofmann||1992-07-14|Germany|176|73|midfielder
3975|Josh|Brownhill||1995-12-19|England|180|69|midfielder
3976|Maxime|Gonalons||1989-03-10|France|187|76|midfielder
3977|Benjamin|Chrisene||2004-01-12|England|||
3978|Davide|Masella||2002-05-12|Italy|||
3979|Samuel|Di Carmine||1988-09-29|Italy|186|84|striker
3980|Giovanni|McGregor|Gio McGregor|1999-01-09|England|||
3981|Joris|Chotard||2001-09-24|France|179|70|
3982|Adam|Legzdins||1986-11-28|England|190|78|goalkeeper
3983|Federico|Fernández||1989-02-21|Argentina|190|83|defender
3984|Sebastian|Schonlau||1994-08-05|Germany|185|80|defender
3985|Antonio|Montoro||1997-05-10|Spain|182|75|defender
3986|Salvador|Sánchez Ponce|Salvi Sánchez|1991-03-30|Spain|175|64|midfielder
3987|Leonardo|Sernicola||1997-07-30|Italy|188|78|defender
3988|Sidnei|Rechel da Silva Júnior|Sidnei|1989-08-23|Brazil|185|80|
3989|André Filipe|Tavares Gomes|André Gomes|1993-07-30|Portugal|188|84|midfielder
3990|Gaetano|Berardi||1988-08-21|Switzerland|179|70|
3991|Bernd|Leno||1992-03-04|Germany|190|83|goalkeeper
3992|Bryan|Zaragoza||2001-04-25|Spain|||midfielder
3993|André|Ramalho|André Ramalho|1992-02-16|Brazil|182|78|defender
3994|Fabian|Bredlow||1995-03-02|Germany|190|89|goalkeeper
3995|Dennis|Deloriè||2004-11-06|Italy|||
3996|Esteban|Granero||1987-07-02|Spain|180|78|midfielder
3997|Che|Adams||1996-07-13|Scotland|175|70|striker
3998|Dimitrios|Siovas||1988-09-16|Greece|192|83|
3999|Ádám|Lang||1993-01-17|Hungary|186|81|defender
4000|Diego|González|Diego González|1995-01-28|Spain|185|83|defender
4001|Oumar|Niasse||1990-04-18|Senegal|182|75|midfielder
4002|Martín|Cáceres||1987-04-07|Uruguay|180|78|defender
4003|Alberto|Moreno Rebanal|Alberto Moreno|2002-04-19|Spain|175||midfielder
4004|Daniel|Ginczek||1991-04-13|Germany|191|85|striker
4005|Iván|Sanz||2003-01-08|Spain|||goalkeeper
4006|Rick|van Drongelen||1998-12-20|Netherlands|185|81|defender
4007|Josh|Cullen||1996-04-07|Republic of Ireland|175|70|midfielder
4008|Danilo Luís|Hélio Pereira|Danilo Pereira|1991-09-09|Portugal|188|83|Defensive Midfielder
4009|Ridgeciano|Haps||1993-06-12|Suriname|175|74|
4010|Patrik|Gunnarsson|Patrik Gunnarsson|2000-11-15|Iceland|190|84|goalkeeper
4011|Francesco|Verde||2000-03-18|Italy|||midfielder
4012|Duván|Zapata||1991-04-01|Colombia|189|88|striker
4013|Juan|Musso||1994-05-06|Argentina|191|93|goalkeeper
4014|Patrick|Enrici||2001-05-02|Italy|||
4015|Matteo|Carnelos||2003-02-22|Italy|||
4016|Giuliano|Simeone||2002-12-18|Argentina|||midfielder
4017|Felix|Nmecha|Felix Nmecha|2000-10-10|Germany|188|73|midfielder
4018|Alfred|N&#39;Diaye||1990-03-06|Senegal|193|90|midfielder
4019|Hicham|Boudaoui||1999-09-23|Algeria|175|61|
4020|Aron|Gunnarsson||1989-04-22|Iceland|178|70|Defensive Midfielder
4021|Valentin|Stocker||1989-04-12|Switzerland|179|73|midfielder
4022|Soufiane|Chakla||1993-09-02|Morocco|188|77|defender
4023|Diego|Cavalieri|Diego Cavalieri|1982-12-01|Brazil|189|86|goalkeeper
4024|Marco|Capuano||1991-10-14|Italy|186|80|defender
4025|Sergio|Benito||1999-03-23|Spain|173|73|striker
4026|Thomas|Mangani||1987-04-29|France|183|79|midfielder
4027|Gianluca|Frabotta||1999-06-24|Italy|176|70|defender
4028|Carlos Isaac|Muñoz|Carlos Isaac|1998-04-30|Spain|184|74|defender
4029|Jack|Simpson||1996-12-18|England|178|83|defender
4030|Ante|Budimir||1991-07-22|Croatia|190|75|striker
4031|Thiago|Maia Alencar|Thiago Maia|1997-03-23|Brazil|179|64|Defensive Midfielder
4032|Diego|Altube||2000-02-22|Spain|188|87|goalkeeper
4033|James|McClean||1989-04-22|Republic of Ireland|180|70|Wing Back
4034|Harold-Desty|Moukoudi||1997-11-27|Cameroon|191|74|
4035|Nicholas|Opoku|Nicholas Opoku|1997-08-11|Ghana|190|87|
4036|Oliver|McBurnie||1996-06-04|Scotland|188|79|
4037|André Miguel|Valente da Silva|André Silva|1995-11-06|Portugal|185|84|striker
4038|Sol|Bamba|Sol Bamba|1985-01-13|Côte d&#39;Ivoire|190|90|
4039|Jordan|Tell||1997-06-10|France|185|74|striker
4040|Razvan|Sava||2002-06-21|Romania|194||
4041|Matthias|Ostrzolek||1990-06-05|Germany|178|72|defender
4042|John|Yeboah||2000-06-23|Germany|170|66|
4043|Michael|Keane||1993-01-11|England|191|82|defender
4044|Cristian|Gamboa||1989-10-24|Costa Rica|175|70|defender
4045|Filip|Krastev|Filip Krastev|2001-10-15|Bulgaria|178||midfielder
4046|Loïc|Bessile||1999-02-19|Togo|183||
4047|Felipe|Dias da Silva Dal Belo|Felipe|1984-07-31|Brazil|188|75|defender
4048|Enzo|Valentim||2000-09-11|France|||
4049|Pedro|Chirivella||1997-05-23|Spain|178|66|midfielder
4050|Meritan|Shabani||1999-03-15|Germany|185|78|midfielder
4051|Constantin|Frommann||1998-05-27|Germany|185|78|
4052|Okay|Yokuslu||1994-03-09|Turkey|190|79|Defensive Midfielder
4053|Dion|Berisha|Dion Berisha|2003-05-09|Kosovo|181|75|
4054|Yuto|Nagatomo||1986-09-12|Japan|170|68|defender
4055|Luka|Markovic|Luka Markovic|2000-02-19|Serbia|187||
4056|Gabriel|Barès||2000-08-29|Switzerland|187|70|
4057|Nicolas|Pépé||1995-05-29|Côte d&#39;Ivoire|183|73|
4058|Diego|Llorente||1993-08-16|Spain|186|75|defender
4059|Jason|Mbock||1999-11-01|France|||striker
4060|Francesco|Bardi||1992-01-18|Italy|188|80|goalkeeper
4061|Arkadiusz|Reca||1995-06-17|Poland|187|81|midfielder
4062|Danilo|D&#39;Ambrosio||1988-09-09|Italy|180|75|defender
4063|Florian|Chabrolle||1998-04-07|France|171|68|midfielder
4064|Oscar|Medina||2004-01-19|Spain|||goalkeeper
4065|Christopher|Trimmel||1987-02-24|Austria|189|82|defender
4066|Gabriel|dos Santos Magalhães|Gabriel Magalhães|1997-12-19|Brazil|190|78|defender
4067|Shkodran|Mustafi||1992-04-17|Germany|184|82|defender
4068|Lumor|Agbenyenu||1996-08-15|Ghana|175|70|
4069|Nikita|Contini||1996-05-21|Italy|190|82|goalkeeper
4070|John|Stones||1994-05-28|England|188|70|defender
4071|Théo|Barbet||2001-03-06|France|184||
4072|William|Rovida||2003-03-14|Italy|||
4073|Vincenzo|Millico||2000-08-12|Italy|173|68|striker
4074|Salim|Ben Seghir||2003-02-24|France|174|57|
4075|Mateusz|Klich||1990-06-13|Poland|183|84|midfielder
4076|José|Holebas||1984-06-27|Greece|184|77|
4077|Metehan|Guclu||1999-04-02|Turkey|182||striker
4078|Aron|Jóhannsson||1990-11-10|USA|184|70|
4079|Sofiane|Alakouch||1998-07-29|Morocco|175|66|
4080|Benjamin|Corgnet||1987-04-06|France|180|73|midfielder
4081|Filippo|Distefano||2003-08-28|Italy|||striker
4082|Leon|Clarke||1985-02-10|England|188|95|striker
4083|Jonas|Wind||1999-02-07|Denmark|190|82|striker
4084|Luan David|Capanni Dias|Luan Capanni|2000-05-20|Brazil|190||midfielder
4085|Svante|Ingelsson||1998-06-14|Sweden|189|83|midfielder
4086|Oriol|Busquets||1999-01-20|Spain|185|77|Defensive Midfielder
4087|Ivan|Perisic||1989-02-02|Croatia|186|80|midfielder
4088|Giannelli|Imbula||1992-09-12|Congo DR|186|78|midfielder
4089|Oleksandr|Zinchenko||1996-12-15|Ukraine|175|64|midfielder
4090|Daan|Dierckx||2003-02-24|Belgium|||defender
4091|Joe|Rodon||1997-10-22|Wales|180|70|defender
4092|Youssef|Aït Bennasser||1996-07-07|Morocco|184|75|Defensive Midfielder
4093|Théo|Sainte-Luce||1998-10-20|France|181|72|defender
4094|Ibrahima Vaniel|Cámara Silva|Ibrahima Cámara|2003-01-18|Spain|||defender
4095|Iván|Martínez Gonzálvez|Barbero|1998-08-17|Spain|187|78|striker
4096|Hyun-Jun|Suk|Suk Hyun-Jun|1991-06-29|Korea Republic|190|82|
4097|Martin|Hongla||1998-03-16|Cameroon|181|77|Defensive Midfielder
4098|Joaquín|Correa|Joaquín Correa|1994-08-13|Argentina|189|75|striker
4099|Mehdi|Merghem||1997-07-19|France|178|70|
4100|Emmanuel|Bourgaud||1987-10-25|France|178|77|Ala
4101|Oier|Olazábal||1989-09-14|Spain|190|86|goalkeeper
4102|Afonso Mendes|Ribeiro Figueiredo|Afonso Figueiredo|1993-01-06|Portugal|169|63|defender
4103|José Carlos|Sánchez||1998-08-24|Spain|177|68|Centrocampista Centrale
4104|Brandon|Domingues||2000-06-06|France|172|63|
4105|Moise|Sakava||2000-12-26|Cameroon|||
4106|Lucas|Margueron||2001-02-12|France|194||goalkeeper
4107|Léo|Dubois||1994-09-14|France|178|65|defender
4108|Claudio|Pizarro||1978-10-03|Peru|184|84|striker
4109|Roger|Martí||1991-01-03|Spain|179|74|striker
4110|Rafal|Gikiewicz||1987-10-26|Poland|190|81|goalkeeper
4111|Luca|Vido||1997-02-03|Italy|182|75|striker
4112|Konrad|De la Fuente||2001-07-16|USA|170|63|midfielder
4113|Valentin|Mihaila||2000-02-02|Romania|173|61|
4114|Ibrahim|Karamoko||2001-07-23|Guinea|187|79|midfielder
4115|Lisandro|Magallán||1993-09-27|Argentina|185|79|defender
4116|Éver|Banega||1988-06-29|Argentina|174|77|midfielder
4117|Elias|Damergy||2002-10-17|Tunisia|187||goalkeeper
4118|Pietro|Ceccaroni||1995-12-21|Italy|187|73|defender
4119|Thiago|Alcântara do Nascimento|Thiago|1991-04-11|Spain|174|70|midfielder
4120|Jon|Bautista||1995-07-03|Spain|180|72|striker
4121|Samuel|Kalu||1997-08-26|Nigeria|176|74|striker
4122|Kevin|N'Doram||1996-01-22|France|184|76|Defensive Midfielder
4123|Tyrone|Tormin||2001-06-29|France|||midfielder
4124|Petar|Skuletic||1990-06-29|Serbia|192|89|striker
4125|Raphael|Wolf||1988-06-06|Germany|190|86|goalkeeper
4126|Benedetto|Barba||2003-01-27|Italy|||defender
4127|Joseph|Minala||1996-08-24|Cameroon|184|80|midfielder
4128|Benjamin|Henrichs||1997-02-23|Germany|183|79|
4129|Luca|Ranieri||1999-04-23|Italy|187|73|defender
4130|Romelu|Lukaku||1993-05-13|Belgium|190|93|striker
4131|Loïc|Rémy||1987-01-02|France|185|80|striker
4132|Harvey|White||2001-09-19|England|||
4133|Florian|Müller||1997-11-13|Germany|190|88|goalkeeper
4134|Rodrigo|Riquelme||2000-04-02|Spain|174||midfielder
4135|Antonee|Robinson||1997-08-08|USA|183|70|defender
4136|Johan|Larsson||1990-05-05|Sweden|181|75|defender
4137|Matthieu|Dossevi||1988-02-12|Togo|172|65|midfielder
4138|Gabriel|Gudmundsson||1999-04-29|Sweden|181|74|
4139|Alessandro|Bastoni||1999-04-13|Italy|190|75|defender
4140|José Paulo|Bezzera Maciel Júnior|Paulinho|1988-07-25|Brazil|180|83|
4141|Jonas|Hector||1990-05-27|Germany|185|75|Defensive Midfielder
4142|Rey|Manaj||1997-02-24|Albania|182|76|striker
4143|Andrea Rizzo|Pinna||2000-01-13|Italy|||
4144|Lorenzo|Pirola||2002-02-20|Italy|185|72|defender
4145|Federico|Marigosu||2001-04-21|Italy|||midfielder
4146|Matteo|Darmian||1989-12-02|Italy|182|70|defender
4147|Fernando|Niño||2000-10-24|Spain|||striker
4148|Luke|Amos||1997-02-23|England|179|70|midfielder
4149|Moustapha|Cissé||2003-09-14|Guinea|||
4150|Harry|Winks||1996-02-02|England|178|65|midfielder
4151|Nicolás|Gorosito||||||
4152|Timo|Werner||1996-03-06|Germany|180|75|
4153|Tyler|Roberts||1999-01-12|Wales|180|75|striker
4154|Jamie|Vardy||1987-01-11|England|179|74|striker
4155|Ivan|Vargic||1987-03-15|Croatia|192|90|goalkeeper
4156|Marcus|Bettinelli||1992-05-24|England|194|82|goalkeeper
4157|Manuel|Ferrini||1998-06-25|Italy|188|75|
4158|Didier|Ndong||1994-06-17|Gabon|179|75|
4159|David|Pereira da Costa|David da Costa|2001-01-05|Portugal|168|64|
4160|Felix|Beijmo||1998-01-31|Sweden|185|77|defender
4161|Filip|Helander||1993-04-22|Sweden|192|81|defender
4162|Christian|Früchtl||2000-01-28|Germany|193|84|goalkeeper
4163|Ibrahima|Traoré||1988-04-21|Guinea|171|61|midfielder
4164|Alejandro|Rodriguez||1991-07-30|Spain|180|79|striker
4165|Cem-Ali|Dogan||2004-07-19|Turkey|||
4166|Renan Augusto|Lodi dos Santos|Renan Lodi|1998-04-08|Brazil|173|68|defender
4167|Johaneko|Louis Jean||2004-06-28|France|||
4168|Emanuele|Zuelli||2001-11-22|Italy|179||midfielder
4169|Lennart|Moser||1999-12-06|Germany|196|88|goalkeeper
4170|Cedric|Varrault||1980-01-30|France|182|76|Difensore Centrale
4171|Jesús|Rodríguez||1998-02-11|Spain|173|65|midfielder
4172|Kyle|Edwards||1998-02-17|England|172|64|
4173|Djené|Dakonam||1991-12-31|Togo|187|72|defender
4174|Peter Federico|Gonzalez Carmona|Peter|2002-07-25|Spain|||
4175|Kevin|McDonald||1988-11-04|Scotland|192|95|Defensive Midfielder
4176|Marco|Pompetti||2000-05-22|Italy|176|70|Defensive Midfielder
4177|Lucas|Copado||2004-01-10|Germany|||
4178|Andrea|Rispoli||1988-09-29|Italy|183|75|defender
4179|Manuel|Garrido||2000-10-06|Spain|||striker
4180|Patrick|Kammerbauer||1997-02-11|Germany|174|73|Defensive Midfielder
4181|Santiago|Comesaña||1996-10-05|Spain|184|75|midfielder
4182|Armando|Izzo||1992-03-02|Italy|183|78|defender
4183|Iago Amaral|Borduchi|Iago|1997-03-23|Brazil|181|67|defender
4184|Emre|Çolak||1991-05-20|Turkey|169|67|midfielder
4185|Harry|Maguire||1993-03-05|England|194|100|defender
4186|Thore|Jacobsen||1997-04-19|Germany|182|77|Defensive Midfielder
4187|Rodrigo|Battaglia||1991-07-12|Argentina|187|79|midfielder
4188|Andrés|Solano||1998-02-24|Colombia|176|69|
4189|Dávid|Hancko||1997-12-13|Slovakia|188|82|
4190|Juan|Agüero||1999-05-27|Spain|||
4191|Simone|Palombi||1996-04-23|Italy|182|78|striker
4192|Billy|Ketkeophomphone||1990-03-24|France|180|71|midfielder
4193|Isaac|Hemans Arday||1996-12-26|Ghana|||defender
4194|Alexander|Nübel||1996-09-30|Germany|193|86|goalkeeper
4195|Óscar|De Marcos||1989-04-14|Spain|182|77|Wing Back
4196|Alexis|Trouillet||2000-12-23|France|175|65|midfielder
4197|Josip|Stanisic||2000-04-02|Croatia|186|77|
4198|Jairo|Samperio||1993-07-11|Spain|173|69|midfielder
4199|Romaine|Sawyers||1991-11-02|St. Kitts and Nevis|175|67|
4200|Cazim|Suljic||1996-10-29|Bosnia and Herzegovina|178|73|Defensive Midfielder
4201|Mikel|Merino||1996-06-22|Spain|188|83|midfielder
4202|Jordon|Mutch||1991-12-02|England|184||midfielder
4203|Zidan|Sertdemir||2005-02-04|Denmark|182|71|Defensive Midfielder
4204|Romano|Schmid||2000-01-27|Austria|174|73|midfielder
4205|Jason David Ian|Puncheon||1986-06-18|England|173|70|midfielder
4206|Alexandre|Oukidja||1988-07-19|Algeria|184|79|goalkeeper
4207|Andrea|Consigli||1987-01-27|Italy|189|82|goalkeeper
4208|Ryan|Nolan||1999-02-17|Republic of Ireland|||defender
4209|Yuya|Kubo||1993-12-24|Japan|178|72|striker
4210|Joel|Mumbongo||1999-01-09|Sweden|||striker
4211|Fredrik|Jensen||1997-09-09|Finland|183|78|midfielder
4212|Dango|Ouattara|Dango Ouattara|2002-02-11|Burkina Faso|||
4213|Joseph|Gomez||1997-05-23|England|188|77|defender
4214|Alexander|Stolz||1983-10-13|Germany|189|89|goalkeeper
4215|Radoslaw|Majecki||1999-11-16|Poland|194|75|goalkeeper
4216|Roberto|Román Triguero|Tito|1985-07-11|Spain|175|64|defender
4217|Yeni|N&#39;Gbakoto||1992-01-23|Congo DR|173|69|midfielder
4218|Fabrizio|Alastra||1997-10-01|Italy|185|79|goalkeeper
4219|Gareth|Bale||1989-07-16|Wales|185|81|midfielder
4220|Bakary|Sako||1988-04-26|Mali|183|85|midfielder
4221|Sergio|Reguilón||1996-12-16|Spain|178|68|defender
4222|Dwight|Gayle||1989-10-17|England|174|78|striker
4223|Conor|Masterson||1998-09-08|Republic of Ireland|||defender
4224|Mathieu|Deplagne||1991-10-01|France|183|78|defender
4225|Abdoulaye|Dabo||2001-03-04|France|||midfielder
4226|Matteo|Raspa|||Italy|||
4227|Harvey|Vale||2003-09-11|England|||
4228|Nenad|Tomovic||1987-08-30|Serbia|184|79|
4229|Philip|Yeboah Ankrah||2002-09-27|Ghana|||striker
4230|Balla Moussa|Manè||2003-11-19|Italy|||
4231|Jordi|Amat Maas|Jordi Amat|1992-03-21|Indonesia|184|83|
4232|Masaya|Okugawa||1996-04-14|Japan|177|68|midfielder
4233|João Victor|Santos Sá|Victor Sá|1994-03-27|Brazil|175|69|
4234|Francisco José|García Torres|Fran García|1999-08-14|Spain|167|69|defender
4235|Wesley|Moustache||1999-02-26|France|177|80|defender
4236|Stefan|Bell||1991-08-24|Germany|192|88|defender
4237|Maximiliano|Olivera||1992-03-05|Uruguay|181|72|defender
4238|Sékou|Mara||2002-07-30|France|184||striker
4239|Christian|Puggioni||1981-01-17|Italy|187|81|goalkeeper
4240|Benedikt|Höwedes||1988-02-29|Germany|188|77|defender
4241|Damián|Suárez|Damián Suárez|1988-04-27|Uruguay|172|61|defender
4242|Damien|Le Tallec||1990-04-19|France|187|80|
4243|Žan|Majer||1992-07-25|Slovenia|180|69|midfielder
4244|Rai|Vloet||1995-05-08|Netherlands|188|75|
4245|Leonardo|Rivoira||1998-02-03|Italy|182|80|
4246|David|Soria||1993-04-04|Spain|192|85|goalkeeper
4247|Jean-Pierre|Nsame||1993-05-01|Cameroon|188|88|striker
4248|Vladlen|Yurchenko||1994-01-22|Ukraine|181|74|
4249|Lino|Tempelmann||1999-02-02|Germany|174|75|Defensive Midfielder
4250|Isaac|Lihadji||2002-04-10|France|177||midfielder
4251|Dante Bonfim|Costa Santos|Dante|1983-10-18|Brazil|188|89|defender
4252|Antonio Jesús|Regal Angulo|Antoñito|1987-12-24|Spain|175|67|defender
4253|Christian|Benteke||1990-12-03|Belgium|190|83|striker
4254|Georginio|Rutter||2002-04-20|France|182|83|
4255|Julien|Ngoy||1997-11-02|Belgium|185|64|
4256|Matthieu|Dreyer||1989-03-20|France|188|81|goalkeeper
4257|Facundo|Colidio||2000-01-04|Argentina|175|68|striker
4258|Rémy|Descamps||1996-06-25|France|194|74|goalkeeper
4259|Marius|Adamonis||1997-05-13|Lithuania|187|80|goalkeeper
4260|Herbert|Bockhorn||1995-01-31|Germany|177|76|defender
4261|Dominic|Schmidt||2001-03-12|Germany|185||defender
4262|Fedor|Smolov||1990-02-09|Russia|187|80|
4263|Petr|Cech||1982-05-20|Czech Republic|196|90|goalkeeper
4264|Albano|Bizzarri||1977-11-09|Argentina|193|89|goalkeeper
4265|Karol|Fila||1998-06-13|Poland|180|72|
4266|Emil|Roback||2003-05-03|Sweden|186||striker
4267|Nile|John||2003-03-06|England|||midfielder
4268|James|Trafford||2002-10-10|England|||
4269|Loris|Mouyokolo||2001-05-22|France|||
4270|Djibril|Sidibé||1992-07-29|France|182|71|defender
4271|Aaron|Leya Iseka||1997-11-15|Belgium|182|85|striker
4272|Abdoulaye|Diaby||1991-05-21|Mali|172|73|
4273|Dennis-Yerai|Eckert Ayensa||1997-01-09|Germany|182|80|striker
4274|Micheal|Scarf||1999-05-10|Ghana|187|81|Difensore
4275|Kwadwo|Asamoah||1988-12-09|Ghana|173|75|midfielder
4276|Juan|Cruz||2000-04-25|Spain|||Ala
4277|Rubén|Peña||1991-07-18|Spain|170|65|midfielder
4278|Mario|Hermoso||1995-06-18|Spain|184|75|defender
4279|Gor|Manvelyan||2002-04-09|France|180||striker
4280|Filippo|Bandinelli||1995-03-29|Italy|180|70|midfielder
4281|Daniel|Alves da Silva|Dani Alves|1983-05-06|Brazil|172|70|defender
4282|Lisandru|Tramoni|Lisandru Tramoni|2003-04-18|France|180||midfielder
4283|Yoann|Court||1990-01-14|France|172|70|midfielder
4284|Jordan|Thomas||2001-01-02|England|||defender
4285|Alexandre|Lacazette||1991-05-28|France|175|73|striker
4286|Cèbio|Soukou||1992-10-02|Benin|185|85|
4287|Yeray|Álvarez||1995-01-24|Spain|182|78|defender
4288|João|Miranda de Souza Filho|Miranda|1984-09-07|Brazil|184|74|
4289|Jérémy|Doku||2002-05-27|Belgium|171|66|midfielder
4290|George|Thomas||1997-03-24|Wales|173|76|midfielder
4291|Guglielmo|Vicario||1996-10-07|Italy|194|83|goalkeeper
4292|Malick|Thiaw||2001-08-08|Germany|191|80|defender
4293|Rubén|García|Rubén García|1993-07-14|Spain|171|72|midfielder
4294|Josep|Martínez||1998-05-27|Spain|191|78|goalkeeper
4295|Álvaro|González||1990-01-08|Spain|182|75|defender
4296|Rayan|Cherki||2003-08-17|France|176||midfielder
4297|Alphonso|Davies||2000-11-02|Canada|183|75|
4298|Ivo|Grbic||1996-01-18|Croatia|195|83|goalkeeper
4299|Samuel|Armenteros||1990-05-27|Sweden|178|80|
4300|Esteban|Rolón||1995-03-25|Argentina|178|70|Defensive Midfielder
4301|Clément|Grenier||1991-01-07|France|186|72|midfielder
4302|Rani|Khedira||1994-01-27|Germany|188|84|Defensive Midfielder
4303|Daniel Filipe|Martins Carriço|Daniel Carriço|1988-08-04|Portugal|180|79|defender
4304|Marc|Albrighton||1989-11-18|England|175|74|midfielder
4305|Keylor|Navas||1986-12-15|Costa Rica|185|80|goalkeeper
4306|Paul|Grave||2001-04-10|Germany|193|94|goalkeeper
4307|Leander|Dendoncker||1995-04-15|Belgium|188|83|Defensive Midfielder
4308|Denis|Portanova||2001-06-20|Italy|||defender
4309|Robert|Snodgrass||1987-09-07|Scotland|182|82|midfielder
4310|Jan|Oblak||1993-01-07|Slovenia|188|87|goalkeeper
4311|Daniel|Maldini||2001-10-11|Italy|181||midfielder
4312|Rubén|Martínez|Rubén Martínez|1984-06-22|Spain|188|79|goalkeeper
4313|Christian|Pierobon||2002-03-26|Italy|||midfielder
4314|Gregoire|Defrel||1991-06-17|France|180|79|striker
4315|Kevin|Long||1990-08-18|Republic of Ireland|188|83|defender
4316|Dan-Axel|Zagadou||1999-06-03|France|196|90|defender
4317|Anthony|Briançon||1994-11-28|France|185|79|defender
4318|Rodrigo|Nascimiento Franca|Rodrigo Becão|1996-01-19|Brazil|191|79|defender
4319|Pierre-Yves|Polomat||1993-12-27|France|183|78|defender
4320|Leonardo|Suárez||1996-03-30|Argentina|167|60|
4321|Fabian|Johnson||1987-12-11|USA|183|74|midfielder
4322|Mike|van der Hoorn||1992-10-15|Netherlands|190|81|defender
4323|Hakan|Çalhanoglu||1994-02-08|Turkey|178|76|midfielder
4324|Salah-Eddine|Oulad M&#39;hand||2003-08-20|Netherlands|||
4325|Charles|Boli||1998-08-30|France|175|65|
4326|Enzo|Roco||1992-08-16|Chile|192|79|defender
